event_id,team,type,player,congestion_5m,runners_on_shoulder,def_line_height,team_width,team_length,run_speed_ms
0b77eb99-682d-4484-921c-69443a99be46,Spain,Ball Recovery,Nicholas Williams Arthuer,1,1,47.2777414948205,28.378183523012662,19.15447161127495,0.0
0b7c18af-c660-4091-8467-ec35499a36da,Spain,Ball Receipt*,Robin Aime Robert Le Normand,3,0,93.99120826096592,28.761530321208706,16.46083665174262,1.9187047824141867
0bb429a5-d890-4229-965c-0a19c481f859,England,Pass,John Stones,0,0,78.83715763992444,43.582083853255234,29.948004813067886,0.0
0bb6d6a3-5fba-486b-ad88-1d24ff03cb81,England,Ball Receipt*,Kyle Walker,0,0,18.842410497546368,44.76825296725033,36.91124739921244,0.0
0bd48b9b-8475-4153-9db3-41bc94b8dcd1,England,Carry,Jude Bellingham,0,1,37.5615229433636,58.59076827569965,27.067568806395148,0.0
0bd4b21c-142c-4051-8c89-e5c097aa86fa,England,Pass,Declan Rice,1,1,43.42531803791972,48.53025067221832,28.939030953017916,0.0
0bfa7ea6-6791-4e3f-a82a-aee9f3049c54,England,Pass,Kyle Walker,1,0,55.11967112276431,57.50760415562216,27.045554716785393,0.0
0bfbcdd5-f2b9-4c76-b2ec-39339459d4e3,Spain,Carry,Mikel Oyarzabal Ugarte,1,0,92.5030716302836,22.614421667958947,20.924540678467725,0.0
0c0e6467-4ce7-4a32-9de2-da2ed79db032,Spain,Pass,Rodrigo Hernández Cascante,3,0,93.93037906836568,34.64727907721584,17.527582712313613,0.0
0c1d77fc-19fe-48d4-909c-280b6fbf2458,Spain,Duel,Fabián Ruiz Peña,1,0,11.007794452832123,34.79500641315602,23.452510169865104,0.0
0c420a14-0d50-4f60-9321-4d7afe066284,England,Pass,John Stones,0,1,36.22879117246915,63.74052134059927,30.19475779326907,0.0
